Dataset,Model,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
34_smtp,OCSVM,100.0,100.0,89.66666666666666,0.053694150248032,0.0064102564102564,0.0032154340836012,1.0,4.432466268539429,6.851572513580322
35_SpamBase,OCSVM,94.91528565602638,84.39054768332464,63.895486935866984,0.461673227029878,0.680672268907563,0.5159235668789809,1.0,0.8461320400238037,1.63629412651062
36_speech,OCSVM,100.0,100.0,87.16094032549728,0.3414288589686838,0.2365591397849462,0.1341463414634146,1.0,2.260347843170166,3.2241804599761963
37_Stamps,OCSVM,100.0,100.0,87.25490196078431,0.6408327915038888,0.6486486486486487,0.48,1.0,0.0057363510131835,0.0097486972808837
38_thyroid,OCSVM,100.0,99.99999999999996,88.95759717314488,0.3780239931713008,0.2774566473988439,0.1610738255033557,1.0,0.6396682262420654,0.9954781532287598
39_vertebral,OCSVM,78.57142857142857,25.0,13.88888888888889,0.0448561304016256,0.225,0.1267605633802817,1.0,0.005159854888916,0.0086338520050048
40_vowels,OCSVM,100.0,100.0,88.32951945080092,0.4786616185860305,0.4137931034482758,0.2608695652173913,1.0,0.1060011386871337,0.1756634712219238
41_Waveform,OCSVM,100.0,100.0,89.25459825750241,0.41721015063564,0.3272727272727272,0.1956521739130435,1.0,0.5713231563568115,0.9159424304962158
42_WBC,OCSVM,100.0,100.0,89.55223880597015,0.4452983250480494,0.3636363636363636,0.2222222222222222,1.0,0.0034124851226806,0.0053241252899169
43_WDBC,OCSVM,99.06542056074768,66.66666666666666,3.603603603603604,0.0,0.0695652173913043,0.036036036036036,1.0,0.0153608322143554,0.0254175662994384
44_Wilt,OCSVM,89.90490124359913,22.253521126760564,5.463347164591978,0.0,0.1036065573770491,0.0546334716459197,1.0,2.5855343341827393,4.342505693435669
45_wine,OCSVM,94.44444444444444,42.857142857142854,7.6923076923076925,0.0,0.1428571428571428,0.0769230769230769,1.0,0.0027785301208496,0.0042533874511718
46_WPBC,OCSVM,100.0,100.0,91.66666666666666,0.8104014882034583,0.8484848484848485,0.7368421052631579,1.0,0.0025887489318847,0.0042204856872558
47_yeast,OCSVM,96.39598835328374,89.9733217111605,91.25560538116592,0.8200514706263329,0.8882521489971347,0.842391304347826,0.9393939393939394,0.0501773357391357,0.0946063995361328
1_ALOI,DeepSVDD,99.97919907782575,98.98821275832664,91.26666666666668,0.4592294659707888,0.3761904761904762,0.2316715542521994,1.0,17.29404878616333,17.296966791152954
2_annthyroid,DeepSVDD,100.0,100.0,92.4074074074074,0.6733003292241385,0.6611570247933884,0.4938271604938271,1.0,10.746096849441528,10.747841596603394
3_backdoor,DeepSVDD,98.7861493479471,85.7572985432035,90.86666666666666,0.3996827784297716,0.308080808080808,0.1831831831831832,0.9682539682539684,16.97393226623535,16.985339641571045
4_breastw,DeepSVDD,99.67863475177305,99.0863807464129,95.1219512195122,0.8963966372016942,0.927536231884058,0.8648648648648649,1.0,0.766575813293457,0.7677302360534668
5_campaign,DeepSVDD,100.0,100.0,90.9,0.6838783546022424,0.684393063583815,0.5202108963093146,1.0,14.76769232749939,14.772504091262816
6_cardio,DeepSVDD,98.3639455782313,83.17545264556384,90.0,0.680570771468932,0.6857142857142857,0.5217391304347826,1.0,2.735964059829712,2.7375447750091553
7_Cardiotocography,DeepSVDD,100.0,100.0,92.1259842519685,0.8132107090289694,0.8475609756097561,0.7354497354497355,1.0,2.787881374359131,2.789604663848877
8_celeba,DeepSVDD,100.0,100.0,90.4,0.3888705662179921,0.2871287128712871,0.1676300578034682,1.0,15.65730619430542,15.659956693649292
9_census,DeepSVDD,99.998886503532,99.97999443222412,90.93333333333334,0.5764330065557669,0.5374149659863946,0.3674418604651163,1.0,16.118430376052856,16.143641233444214
10_cover,DeepSVDD,100.0,100.0,89.8,0.2829957245022972,0.1639344262295081,0.0892857142857142,1.0,16.42229962348938,16.425042390823364
11_donors,DeepSVDD,99.91676704075395,98.46238874597648,91.93333333333334,0.5779013814075703,0.5346153846153846,0.3648293963254593,1.0,13.898425579071043,13.90044116973877
12_fault,DeepSVDD,99.67644084934275,97.60585941675424,92.62435677530016,0.8578811951124329,0.9090909090909092,0.8333333333333334,1.0,2.0549328327178955,2.0563786029815674
13_fraud,DeepSVDD,100.0,100.0,89.1,0.0899944892702219,0.018018018018018,0.009090909090909,1.0,15.328897476196287,15.331477642059326
14_glass,DeepSVDD,100.0,100.0,84.61538461538461,0.3744484480027127,0.2857142857142857,0.1666666666666666,1.0,0.3962414264678955,0.3972876071929931
15_Hepatitis,DeepSVDD,100.0,100.0,100.0,1.0,1.0,1.0,1.0,0.1665501594543457,0.167482852935791
16_http,DeepSVDD,100.0,100.0,90.16666666666666,0.1950366525118428,0.0809968847352024,0.0422077922077922,1.0,14.56584405899048,14.567740440368652
17_InternetAds,DeepSVDD,65.61742424242424,30.542253261137013,78.8135593220339,0.1458789563667817,0.2424242424242424,0.3636363636363636,0.1818181818181818,4.347803115844727,4.36337947845459
18_Ionosphere,DeepSVDD,100.0,100.0,94.33962264150944,0.888287524604595,0.9285714285714286,0.8666666666666667,1.0,0.3714158535003662,0.3725452423095703
19_landsat,DeepSVDD,92.8924802110818,76.13318155004583,86.63904712584153,0.5824918938912473,0.6658031088082902,0.6539440203562341,0.6781002638522428,7.732393980026245,7.73466420173645
20_letter,DeepSVDD,100.0,100.0,90.625,0.5939609386921296,0.5631067961165048,0.3918918918918919,1.0,2.4951422214508057,2.496865749359131
21_Lymphography,DeepSVDD,100.0,100.0,88.88888888888889,0.5024855165595914,0.4444444444444444,0.2857142857142857,1.0,0.3008697032928467,0.3020081520080566
22_magic.gamma,DeepSVDD,98.7830835748085,97.50490594076294,93.6,0.8704082960121781,0.9140555058191584,0.8473029045643153,0.9922254616132168,10.954094409942629,10.956485986709597
23_mammography,DeepSVDD,99.73628073794512,80.4705986980372,89.1,0.3659301084987842,0.2618510158013544,0.1506493506493506,1.0,16.15293526649475,16.154630184173584
24_mnist,DeepSVDD,100.0,100.0,90.88119245944762,0.6683080094933811,0.6634304207119741,0.4963680387409201,1.0,11.873461484909058,11.878910779953005
25_musk,DeepSVDD,100.0,99.99999999999996,90.31556039173014,0.4703046254056685,0.3945578231292517,0.2457627118644068,1.0,5.2720115184783936,5.276264667510986
26_optdigits,DeepSVDD,99.98220550104224,99.47128249225584,90.22364217252397,0.4775014904009833,0.4046692607003891,0.2536585365853658,1.0,9.303656578063965,9.306288242340088
27_PageBlocks,DeepSVDD,99.96710541344385,99.5631815184252,90.7292954264524,0.6689120813841649,0.6651785714285714,0.4983277591973244,1.0,8.465794324874878,8.467580556869507
28_pendigits,DeepSVDD,100.0,100.0,90.29597282872392,0.4209819495128174,0.3288590604026846,0.1967871485943775,1.0,10.2080717086792,10.210309267044067
29_Pima,DeepSVDD,100.0,100.0,96.53679653679652,0.9258915999541288,0.9493670886075948,0.9036144578313252,1.0,0.8064517974853516,0.8077442646026611
30_satellite,DeepSVDD,100.0,100.0,92.95701708959088,0.854348396498865,0.8963414634146342,0.8121546961325967,1.0,6.602760076522827,6.604937791824341
