Model,AUCROC_mean,AUCROC_std,AUCPR_mean,AUCPR_std,Accuracy_mean,Accuracy_std,MCC_mean,MCC_std,F1 Score_mean,F1 Score_std,Precision_mean,Precision_std,Recall_mean,Recall_std,Time Train_mean,Time Train_std,Time Test_mean,Time Test_std
AutoEncoder,99.20773274449452,2.893284266447301,97.52136647588823,7.6971967021390775,89.1727395442135,4.569086726173773,0.5495862229399726,0.21757862731703984,0.5245290680204989,0.26379020651335794,0.4124163853879507,0.2659709096345311,0.9747104803260321,0.10722256049444388,5.299839557485377,4.383725091439445,5.454731672368151,4.4988231507777
COPOD,98.14814694544823,4.191315661985093,94.00784324146805,13.040138420032605,92.50271403547345,5.05064764848056,0.6091455367009714,0.2492119841961122,0.5905505705073567,0.2792368991400977,0.5174099195127011,0.31380511752448054,0.9180866972274433,0.17531250640208054,0.06290470792892128,0.16704695273903852,0.2594697018887134,0.7067168242437579
DIF,92.81781585151062,16.426088782568193,78.18423111960138,28.205511398184388,90.56769566557128,11.24414136908327,0.452445149361321,0.4018700497342557,0.4531789389263513,0.3906875787873481,0.5419291641465637,0.42849717582494723,0.5125775371353215,0.4380617488365122,10.950301216003743,8.286723336054413,19.393095914353715,14.799956240684363
DeepSVDD,98.10737530551889,5.99231869745634,93.76486643690637,16.995916319544534,90.19267865367533,3.2466017753298875,0.5566200854945521,0.22592385559885453,0.5340878027290887,0.26964458494129756,0.42883123069902357,0.27700481952948675,0.952229125021074,0.1467062578771581,7.308201221709556,5.978016041883782,7.311340433485965,5.979428366665197
ECOD,97.58053954657535,5.69481679302289,92.52705599270868,16.617095168822534,91.18952810513055,5.102448023602422,0.5690816636520075,0.24023952138552596,0.5510419974827802,0.27365882670030683,0.4689003842233849,0.29885556885934966,0.9106358786345393,0.18092063469791683,0.07184307625953183,0.1782441125626012,0.26684393781296745,0.7048019111027533
IForest,98.00609902546556,6.166255942437012,90.5061544908029,20.625098143825877,89.848861549505,3.7651140781448245,0.5466384342106545,0.23482868168933124,0.5241938876534478,0.27561941752400954,0.41471164914393865,0.274346675751071,0.9489101578003083,0.1534946373181602,0.23337343398560864,0.05696569081451685,0.27419950606975146,0.06925352829710425
KNN,99.35464019302644,2.882325146828429,97.71907522217401,9.510378666977163,90.95085884317622,3.0229161646004057,0.5821009290351736,0.2284232407578077,0.5547440247179894,0.2755388158975793,0.44243068980271644,0.28596382030749273,0.981087344787111,0.09029983088294899,0.10988185760822698,0.254583846965202,0.15954960153457962,0.29897612292776266
LUNAR,99.4145282858547,2.4671726066638917,98.53230179853472,5.957635480519104,88.15843683411563,8.972312821886389,0.5678585066571996,0.23858455372846726,0.5440961003106651,0.28048725689810416,0.42965225397799583,0.2835049419543829,0.9913922067024326,0.05174889671578444,18.080088950218038,11.662031298832131,18.241539447865588,11.821632084267577
NeuTraLAD,72.27121267385874,33.6661145420124,55.10964465259399,38.930610934831094,87.4431500951024,11.59691916825307,0.30763814694265323,0.3460323015681135,0.3202705344826114,0.3112231087885416,0.423596565562412,0.38862441491573424,0.3937342223559735,0.41137092245219997,45.920234157684,40.52564674495174,45.94767531942814,40.5513713785738
OCSVM,94.24930004706859,12.981956567146783,80.97253094878313,32.14580065352697,63.59274608756617,37.69095696895222,0.3708616142657825,0.3205467712908822,0.41143245120533073,0.2967450415907268,0.31072365390436774,0.2786523571460106,0.9964327255572266,0.013953274504995925,2.8051687200018702,4.193681596809983,4.3668290554208955,6.253425932484656
PCA,99.11083909817297,2.80276982842675,97.1042126361969,7.570416116541119,89.51603074180974,3.692337163983369,0.5527585199332486,0.20388648167989631,0.5297817069625382,0.2534376332728053,0.41721820448784686,0.2589376553051747,0.9699508270063693,0.10398657216669063,0.23767988225246994,0.9593853438759821,0.4653657192879535,2.0994936458608904
SFF_OD,95.06833528663769,16.574827330804574,71.15447331690106,27.447554419372096,91.66256463330764,20.87874259492186,0.7360323107056764,0.34317358592531694,0.7460838312608248,0.2860282156922862,0.713674437052222,0.27772260323649905,0.9031210822059045,0.2530656824376944,0.16112072417076595,0.48158807709146784,0.02277505651433412,0.02511572788022485
