Dataset,Model,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
44_Wilt,IForest,98.876779050494,80.15267768911824,89.34993084370679,0.5485064365906843,0.5064102564102564,0.3390557939914163,1.0,0.2060694694519043,0.2454025745391845
45_wine,IForest,96.29629629629628,72.22222222222221,87.17948717948718,0.568257570707744,0.5454545454545454,0.375,1.0,0.1708440780639648,0.1860063076019287
46_WPBC,IForest,97.67080745341616,91.75005666602304,93.33333333333331,0.8427009716003844,0.875,0.7777777777777778,1.0,0.1658880710601806,0.1855502128601074
47_yeast,IForest,99.96980480966246,99.95019533302484,94.84304932735424,0.8976762611299912,0.9348441926345608,0.8776595744680851,1.0,0.1669733524322509,0.1892890930175781
1_ALOI,OCSVM,99.89122851113066,96.51362324574802,91.13333333333333,0.4562159684171505,0.3726415094339622,0.2289855072463768,1.0,5.541027069091797,8.232112646102905
2_annthyroid,OCSVM,95.113125,74.6099866404025,88.33333333333333,0.5091267032871091,0.5153846153846153,0.3722222222222222,0.8375,1.895399570465088,2.9667348861694336
3_backdoor,OCSVM,99.9897314504056,99.4742350110701,91.3,0.420909619160677,0.3255813953488372,0.1944444444444444,1.0,12.613587141036987,18.33220148086548
4_breastw,OCSVM,99.01374113475178,97.21374042656988,95.60975609756098,0.9059536231819242,0.9343065693430656,0.8767123287671232,1.0,0.0074603557586669,0.0127766132354736
5_campaign,OCSVM,100.0,100.0,89.96666666666667,0.6637923327883931,0.6629339305711086,0.4958123953098827,1.0,5.001892566680908,7.8078882694244385
6_cardio,OCSVM,99.97278911564624,99.76774669941844,92.0,0.7246500806620072,0.7317073170731707,0.5769230769230769,1.0,0.1476607322692871,0.2414371967315673
7_Cardiotocography,OCSVM,91.33064516129032,61.77777777777778,21.88976377952756,0.0,0.359173126614987,0.2188976377952756,1.0,0.2303078174591064,0.4239904880523681
8_celeba,OCSVM,100.0,100.0,90.2,0.3851060320931295,0.2829268292682926,0.1647727272727272,1.0,5.522722959518433,8.526221752166748
9_census,OCSVM,100.0,100.0,90.4,0.5642343522981066,0.5231788079470199,0.3542600896860987,1.0,21.22083306312561,30.35557532310486
10_cover,OCSVM,50.0,1.0,1.0,0.0,0.0198019801980198,0.01,1.0,12.001484632492064,18.55635690689087
11_donors,OCSVM,99.8893579997938,98.40508048571294,91.73333333333332,0.5727468292271118,0.5285171102661597,0.359173126614987,1.0,4.119069814682007,6.677891969680786
12_fault,OCSVM,99.99873609706776,99.9978466838932,93.65351629502572,0.8760099662718407,0.9207708779443254,0.8531746031746031,1.0,0.0953176021575927,0.1759340763092041
13_fraud,OCSVM,100.0,100.0,89.83333333333333,0.0935361360598605,0.0192926045016077,0.0097402597402597,1.0,5.76483416557312,8.563758373260498
14_glass,OCSVM,91.26984126984128,25.75757575757576,84.61538461538461,0.3744484480027127,0.2857142857142857,0.1666666666666666,1.0,0.0029864311218261,0.0045592784881591
15_Hepatitis,OCSVM,87.5,44.44444444444444,16.666666666666664,0.0,0.2857142857142857,0.1666666666666666,1.0,0.001389741897583,0.0020370483398437
16_http,OCSVM,99.86093585022276,82.46837538113336,89.5,0.1882935180870432,0.0762463343108504,0.0396341463414634,1.0,4.131007432937622,6.21673583984375
17_InternetAds,OCSVM,100.0,99.99999999999996,91.864406779661,0.7915695032535125,0.8208955223880597,0.6962025316455697,1.0,1.5158793926239014,2.460886240005493
18_Ionosphere,OCSVM,98.3543819364715,97.07764227897518,91.50943396226415,0.8218140055997474,0.8888888888888888,0.8571428571428571,0.9230769230769232,0.0042252540588378,0.0069119930267333
19_landsat,OCSVM,99.98350923482847,99.92283225619796,91.92128430864835,0.7982511716482883,0.8293216630196937,0.708411214953271,1.0,1.3568594455718994,2.2843759059906006
20_letter,OCSVM,100.0,100.0,41.25,0.1869277961777757,0.1705882352941176,0.0932475884244373,1.0,0.1483154296875,0.2266566753387451
21_Lymphography,OCSVM,100.0,100.0,93.33333333333331,0.6099942813304187,0.5714285714285714,0.4,1.0,0.0021443367004394,0.003192663192749
22_magic.gamma,OCSVM,99.966472056678,99.93609960001125,93.73333333333332,0.8745703662393983,0.9162956366874444,0.8455217748562038,1.0,1.7665562629699707,3.259012460708618
23_mammography,OCSVM,99.6700579010291,92.44414076714236,88.73333333333333,0.3600522751691761,0.2555066079295154,0.1464646464646464,1.0,4.102130174636841,6.378567695617676
24_mnist,OCSVM,50.0,8.987286277948268,8.987286277948268,0.0,0.164923572003218,0.0898728627794826,1.0,8.57712721824646,13.182239294052124
25_musk,OCSVM,50.0,3.1556039173014145,3.1556039173014145,0.0,0.0611814345991561,0.0315560391730141,1.0,1.655165195465088,2.6654906272888184
26_optdigits,OCSVM,100.0,100.0,3.3226837060702876,0.0,0.0643166357452071,0.0332268370607028,1.0,2.767505168914795,4.589231967926025
27_PageBlocks,OCSVM,73.96187882913547,16.301969365426697,9.208899876390603,0.0,0.1686474250141482,0.092088998763906,1.0,3.169485092163086,4.9203643798828125
