Dataset,Model,KFold,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
1_ALOI,KNN,1,57.220433313456574,9.89863378268882,86.65,0.0576717058565601,0.0949152542372881,0.0608695652173913,0.2153846153846154,0.1856026649475097,0.1993131637573242
1_ALOI,KNN,2,53.94121165933247,5.123680628551357,88.2,0.073011575840085,0.106060606060606,0.0696517412935323,0.2222222222222222,0.0542020797729492,0.0264797210693359
1_ALOI,KNN,3,62.44402897873336,5.458847693554016,88.44999999999999,0.037861959719112,0.072289156626506,0.0463917525773195,0.1636363636363636,0.0523211956024169,0.0259649753570556
1_ALOI,KNN,4,60.50601374570446,7.0006828275559485,87.45,0.0611635470977176,0.0938628158844765,0.0599078341013824,0.2166666666666666,0.0538067817687988,0.0257153511047363
1_ALOI,KNN,5,60.41792191688715,5.318105269210656,88.4,0.061368518767814,0.09375,0.0609137055837563,0.2033898305084746,0.0518960952758789,0.0279371738433837
2_annthyroid,KNN,1,71.49425094136632,22.35187043314969,87.5,0.2302945166770421,0.28,0.2160493827160493,0.3977272727272727,0.0149359703063964,0.006890058517456
2_annthyroid,KNN,2,79.95037927317838,31.062970221461832,86.11111111111111,0.246228344908398,0.3103448275862069,0.2513966480446927,0.4054054054054054,0.0141608715057373,0.0067799091339111
2_annthyroid,KNN,3,80.45175525444826,39.41854826254172,86.94444444444444,0.292933928088941,0.3472222222222222,0.2747252747252747,0.4716981132075472,0.0132389068603515,0.0071611404418945
2_annthyroid,KNN,4,71.45008605851979,20.759023915481112,84.09722222222223,0.1692861116283535,0.2442244224422442,0.193717277486911,0.3303571428571428,0.013585090637207,0.0067229270935058
2_annthyroid,KNN,5,76.36490493633352,37.37205214405475,86.31944444444444,0.2667109574507768,0.3322033898305084,0.2752808988764045,0.4188034188034188,0.0129721164703369,0.0069131851196289
3_backdoor,KNN,1,97.6561607856572,91.7282901087895,90.6,0.4341975966276007,0.3561643835616438,0.2184873949579832,0.9629629629629628,0.1735470294952392,0.0813348293304443
3_backdoor,KNN,2,97.11831036334348,88.5070256007409,90.7,0.3677516003480766,0.2734375,0.1598173515981735,0.945945945945946,0.1781949996948242,0.0826680660247802
3_backdoor,KNN,3,90.6155310472498,64.34143762787222,90.45,0.4054123631193894,0.3481228668941979,0.2179487179487179,0.864406779661017,0.1701619625091552,0.0810320377349853
3_backdoor,KNN,4,89.57906215921483,50.10531455137156,88.8,0.2860068415860075,0.2056737588652482,0.117408906882591,0.8285714285714286,0.1664080619812011,0.0883619785308837
3_backdoor,KNN,5,92.92447610136922,63.96996526284092,89.60000000000001,0.3652271898354609,0.2972972972972973,0.1795918367346938,0.8627450980392157,0.1749920845031738,0.0874121189117431
4_breastw,KNN,1,99.56350938454824,99.40291251304888,93.43065693430655,0.8758143763607482,0.928,0.8656716417910447,1.0,0.0015280246734619,0.0008630752563476
4_breastw,KNN,2,99.79949874686716,99.5161495200358,94.8905109489051,0.8910583383853242,0.9230769230769232,0.8571428571428571,1.0,0.0010159015655517,0.0008251667022705
4_breastw,KNN,3,99.19971333014811,98.3519349557413,89.05109489051095,0.7935971478496642,0.8598130841121495,0.7540983606557377,1.0,0.001007080078125,0.000849962234497
4_breastw,KNN,4,99.2274569402229,98.07315624838132,92.64705882352942,0.8495690637658717,0.8936170212765957,0.8076923076923077,1.0,0.0010149478912353,0.0007510185241699
4_breastw,KNN,5,99.45790080738178,99.08524040326895,95.58823529411764,0.9090722033242,0.9433962264150944,0.9090909090909092,0.9803921568627452,0.0009591579437255,0.0009737014770507
