Dataset,Model,KFold,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
1_ALOI,DeepSVDD,1,51.1669864842316,9.275564528223395,82.75,-0.007362473962815753,0.08488063660477453,0.07239819004524888,0.10256410256410256,5.742053985595703,0.0017328262329101562
1_ALOI,DeepSVDD,2,51.34110474821239,8.011305873430485,84.25,0.012166753351959648,0.09742120343839542,0.08854166666666667,0.10828025477707007,5.082124710083008,0.002079010009765625
1_ALOI,DeepSVDD,3,51.566060036454786,8.199048019023008,84.1,0.0006600004858886313,0.08620689655172414,0.07653061224489796,0.09868421052631579,5.024118185043335,0.0017299652099609375
1_ALOI,DeepSVDD,4,50.86941709772512,7.7837132932646105,83.3,-0.023240330149485296,0.0670391061452514,0.0594059405940594,0.07692307692307693,3.0336718559265137,0.0016410350799560547
1_ALOI,DeepSVDD,5,54.1629987781004,9.973309260775205,84.1,0.034941067198194016,0.12154696132596685,0.11224489795918367,0.13253012048192772,2.9234049320220947,0.0008599758148193359
2_annthyroid,DeepSVDD,1,65.6292435498043,25.13097702998776,83.88888888888889,0.1890212746615753,0.2795031055900621,0.2710843373493976,0.28846153846153844,2.0949580669403076,0.0008037090301513672
2_annthyroid,DeepSVDD,2,68.05281761946841,31.247374325783444,82.29166666666666,0.19281552490889514,0.29362880886426596,0.3063583815028902,0.28191489361702127,2.1456940174102783,0.001010894775390625
2_annthyroid,DeepSVDD,3,72.30270154769593,35.12346579117934,84.51388888888889,0.2430539181670804,0.3303303303303303,0.31976744186046513,0.3416149068322981,2.0111372470855713,0.0005550384521484375
2_annthyroid,DeepSVDD,4,64.48877644597441,28.82362669220634,80.97222222222223,0.17962607258260416,0.2864583333333333,0.25821596244131456,0.3216374269005848,2.0348880290985107,0.0005369186401367188
2_annthyroid,DeepSVDD,5,67.41890626194663,31.356855277780504,83.88888888888889,0.20599790487148292,0.296969696969697,0.29518072289156627,0.29878048780487804,2.195957899093628,0.0012500286102294922
3_backdoor,DeepSVDD,1,62.37475601821731,25.632878928501242,85.3,0.14168258493258085,0.21390374331550802,0.17467248908296942,0.27586206896551724,3.189600944519043,0.0028460025787353516
3_backdoor,DeepSVDD,2,53.750139975364334,13.507290911175552,84.05,0.06262458666887118,0.14016172506738545,0.10970464135021098,0.19402985074626866,3.169365882873535,0.002865314483642578
3_backdoor,DeepSVDD,3,61.780400384649006,22.351617600482413,85.39999999999999,0.12105007066740685,0.1978021978021978,0.1722488038277512,0.23225806451612904,3.2013089656829834,0.0031359195709228516
3_backdoor,DeepSVDD,4,51.09447004608294,17.232422981089773,85.35000000000001,0.07030479796497455,0.14076246334310852,0.11059907834101383,0.1935483870967742,3.0594401359558105,0.002227783203125
3_backdoor,DeepSVDD,5,57.773389529859465,15.714348574365625,85.8,0.08042436158872393,0.15476190476190477,0.13402061855670103,0.18309859154929578,3.192167282104492,0.0029609203338623047
4_breastw,DeepSVDD,1,95.36238136324417,94.85757899813703,91.24087591240875,0.8236212024367725,0.9032258064516129,0.8888888888888888,0.9180327868852459,0.22180414199829102,0.0004947185516357422
4_breastw,DeepSVDD,2,96.26422563087581,94.59506314017983,93.43065693430657,0.8513700635562028,0.898876404494382,0.8695652173913043,0.9302325581395349,0.16308307647705078,0.0003991127014160156
4_breastw,DeepSVDD,3,91.05983302411875,86.39276857561089,86.13138686131386,0.7115752661080965,0.819047619047619,0.7678571428571429,0.8775510204081632,0.1725311279296875,0.0011217594146728516
4_breastw,DeepSVDD,4,91.48550724637681,85.06912411440597,88.23529411764706,0.7442095687777873,0.8333333333333334,0.8,0.8695652173913043,0.16014885902404785,0.00039505958557128906
4_breastw,DeepSVDD,5,90.4186046511628,84.59868372597752,89.70588235294117,0.7874092259026084,0.8679245283018868,0.8214285714285714,0.92,0.15116119384765625,0.00039124488830566406
5_campaign,DeepSVDD,1,65.76080946032627,29.934710421266196,82.05,0.23866836994262247,0.3412844036697248,0.3661417322834646,0.31958762886597936,2.9916281700134277,0.0010197162628173828
5_campaign,DeepSVDD,2,64.6095133347374,24.75706296261594,80.65,0.1854938420976437,0.29508196721311475,0.32793522267206476,0.2682119205298013,2.626011848449707,0.0009789466857910156
5_campaign,DeepSVDD,3,66.47750040172407,28.69292527075479,80.95,0.2102131423106558,0.32085561497326204,0.3284671532846715,0.313588850174216,2.7586300373077393,0.0009829998016357422
5_campaign,DeepSVDD,4,59.49620550685473,25.256546625931676,79.80000000000001,0.17192650169143878,0.2887323943661972,0.30711610486891383,0.2724252491694352,2.791795015335083,0.0010781288146972656
5_campaign,DeepSVDD,5,63.616071428571445,25.129134598282,81.3,0.20691171890710525,0.315018315018315,0.3233082706766917,0.30714285714285716,2.7988522052764893,0.0009949207305908203
6_cardio,DeepSVDD,1,87.81955820302805,74.55560924312232,88.28337874659401,0.5707809723648244,0.6324786324786325,0.5606060606060606,0.7254901960784313,0.5700092315673828,0.00043702125549316406
6_cardio,DeepSVDD,2,79.04874213836479,53.01126708736705,83.33333333333334,0.39216798411326353,0.47863247863247865,0.4057971014492754,0.5833333333333334,0.6860880851745605,0.001081705093383789
6_cardio,DeepSVDD,3,63.871770930594465,44.266952139764285,83.33333333333334,0.28775086893533025,0.3838383838383838,0.3958333333333333,0.37254901960784315,0.6812689304351807,0.0009870529174804688
6_cardio,DeepSVDD,4,77.04564475632523,63.063704298617104,87.97814207650273,0.49942940510784395,0.5686274509803921,0.5471698113207547,0.5918367346938775,0.7216887474060059,0.000576019287109375
6_cardio,DeepSVDD,5,78.73427672955977,49.39763724836462,83.33333333333334,0.3474977942104555,0.44036697247706424,0.39344262295081966,0.5,0.6277999877929688,0.0005178451538085938
7_Cardiotocography,DeepSVDD,1,62.21301625450636,45.90007825200016,77.54137115839244,0.2681123418837479,0.3790849673202614,0.5178571428571429,0.29896907216494845,0.6037957668304443,0.0010631084442138672
7_Cardiotocography,DeepSVDD,2,72.23969448500505,55.599303999277296,75.41371158392435,0.2941653202318071,0.40229885057471265,0.603448275862069,0.3017241379310345,0.5965912342071533,0.0005979537963867188
7_Cardiotocography,DeepSVDD,3,80.02425502425503,62.51298649352466,78.95981087470449,0.43960832648268966,0.5781990521327014,0.61,0.5495495495495496,0.6148099899291992,0.0006840229034423828
7_Cardiotocography,DeepSVDD,4,75.32132095197099,50.777849640219586,76.12293144208037,0.2587119074565562,0.3878787878787879,0.5,0.31683168316831684,0.5675420761108398,0.0006899833679199219
7_Cardiotocography,DeepSVDD,5,74.58946078431372,51.38748415997095,77.01421800947867,0.3208558038058761,0.4581005586592179,0.5324675324675324,0.4019607843137255,0.5651819705963135,0.0004048347473144531
8_celeba,DeepSVDD,1,54.28764539564246,10.325426548183815,84.0,0.0701749481675742,0.15343915343915343,0.1288888888888889,0.1895424836601307,2.9289872646331787,0.0007686614990234375
8_celeba,DeepSVDD,2,57.140424852125726,10.422074158965456,86.05000000000001,0.08282974800450259,0.1519756838905775,0.12376237623762376,0.1968503937007874,2.9559240341186523,0.0009191036224365234
8_celeba,DeepSVDD,3,54.55121349238996,8.70884214841014,85.05,0.053617851017961383,0.1282798833819242,0.10328638497652583,0.16923076923076924,3.0790231227874756,0.0016167163848876953
8_celeba,DeepSVDD,4,59.68544875031557,13.41520590068799,86.6,0.12473321714169333,0.1927710843373494,0.16326530612244897,0.23529411764705882,2.7778329849243164,0.001483917236328125
8_celeba,DeepSVDD,5,56.530182822827676,12.404632986844751,83.95,0.10824808321642551,0.19143576826196473,0.16101694915254236,0.2360248447204969,2.906310796737671,0.0010581016540527344
9_census,DeepSVDD,1,63.68144809537656,14.732598202968077,83.05,0.07751670206728821,0.17114914425427874,0.1598173515981735,0.18421052631578946,3.556330919265747,0.008040904998779297
9_census,DeepSVDD,2,64.55256235563296,21.351600360314073,81.6,0.09946321663912129,0.20346320346320346,0.2052401746724891,0.2017167381974249,3.474275827407837,0.006972312927246094
9_census,DeepSVDD,3,63.367968558093835,17.753081688861734,80.60000000000001,0.06809765805572625,0.17796610169491525,0.17355371900826447,0.1826086956521739,3.532723903656006,0.007071018218994141
9_census,DeepSVDD,4,59.276809215960526,13.90048559661477,81.05,0.05834670658074663,0.16335540838852097,0.14741035856573706,0.18316831683168316,3.453953742980957,0.007673025131225586
9_census,DeepSVDD,5,63.05951128949175,15.55834705095597,82.45,0.08367568469773813,0.18181818181818182,0.17647058823529413,0.1875,3.5127060413360596,0.005861997604370117
10_cover,DeepSVDD,1,59.64115003510307,9.740957837610264,85.45,0.10782423175293099,0.17563739376770537,0.13716814159292035,0.2440944881889764,2.962557792663574,0.0008530616760253906
10_cover,DeepSVDD,2,51.37278552581983,5.742946833785615,86.85000000000001,0.025906597170819855,0.08996539792387544,0.07065217391304347,0.12380952380952381,2.936594247817993,0.000701904296875
