Dataset,Model,KFold,AUCROC,AUCPR,Accuracy,MCC,F1 Score,Precision,Recall,Time Train,Time Test
1_ALOI,OCSVM,1,50.732217573221746,5.3224787862025185,86.45,0.008621719925602718,0.06872852233676977,0.04926108374384237,0.11363636363636363,1.6270818710327148,0.46117401123046875
1_ALOI,OCSVM,2,52.95058398485244,9.59259030030817,85.9,0.02857601265158867,0.10191082802547771,0.08648648648648649,0.12403100775193798,1.5993337631225586,0.4693770408630371
1_ALOI,OCSVM,3,51.048420979681296,8.043090334732565,85.0,0.0330623423986758,0.10714285714285714,0.08450704225352113,0.14634146341463414,1.663010835647583,0.46766185760498047
1_ALOI,OCSVM,4,52.26120202844299,12.243591903483622,84.5,0.05702070533083456,0.1340782122905028,0.10714285714285714,0.1791044776119403,1.6148500442504883,0.46441102027893066
1_ALOI,OCSVM,5,53.15999138673557,10.873988674900845,86.3,0.02634108826998178,0.09271523178807947,0.07216494845360824,0.12962962962962962,1.5963311195373535,0.46355295181274414
2_annthyroid,OCSVM,1,55.10635290792171,18.006393277721877,79.9612152553329,0.04329507786761596,0.15300546448087432,0.18181818181818182,0.1320754716981132,0.5955688953399658,0.20900630950927734
2_annthyroid,OCSVM,2,55.03315517509038,19.010486626448735,79.18552036199095,0.05543947939378894,0.17435897435897435,0.17989417989417988,0.1691542288557214,0.5917210578918457,0.2076559066772461
2_annthyroid,OCSVM,3,56.8407275199728,21.862864487958216,79.25016160310278,0.07122273750305368,0.18734177215189873,0.2138728323699422,0.16666666666666666,0.595465898513794,0.21041107177734375
2_annthyroid,OCSVM,4,55.91675992989421,19.760291911771404,79.44408532643827,0.05250772744537895,0.16753926701570682,0.1893491124260355,0.15023474178403756,0.5948848724365234,0.21098804473876953
2_annthyroid,OCSVM,5,55.030337309749065,16.776482839807777,79.43078913324709,0.02041053955410986,0.13114754098360656,0.1643835616438356,0.10909090909090909,0.5931639671325684,0.20937299728393555
3_backdoor,OCSVM,1,89.30547083144333,23.2686447149793,90.8,0.5139462455577711,0.49171270718232046,0.34099616858237547,0.8811881188118812,6.211557865142822,1.7499809265136719
3_backdoor,OCSVM,2,90.44241637043113,22.04787036986066,89.5,0.4925442304254109,0.450261780104712,0.296551724137931,0.9347826086956522,6.035465955734253,1.727118968963623
3_backdoor,OCSVM,3,87.25116220630731,22.67278287804231,90.5,0.5117031217930744,0.4919786096256685,0.3420074349442379,0.8761904761904762,6.127626895904541,1.8102140426635742
3_backdoor,OCSVM,4,87.70716103698744,21.981398733720155,90.35,0.48068866438622215,0.4623955431754875,0.3192307692307692,0.8383838383838383,6.081205129623413,1.7698280811309814
3_backdoor,OCSVM,5,87.02696970373512,19.109928094957514,88.4,0.4568869432292473,0.42,0.27450980392156865,0.8936170212765957,6.107579231262207,1.9958088397979736
4_breastw,OCSVM,1,98.21764705882353,97.0591090805254,95.67567567567568,0.9158493087986774,0.9615384615384616,0.9259259259259259,1.0,0.003568887710571289,0.0019991397857666016
4_breastw,OCSVM,2,96.8421052631579,94.55518974514496,90.81081081081082,0.8294552620521686,0.9178743961352657,0.8482142857142857,1.0,0.003032207489013672,0.002070903778076172
4_breastw,OCSVM,3,98.7689393939394,97.85670739255298,96.19565217391305,0.9262285798717436,0.964824120603015,0.9320388349514563,1.0,0.0029320716857910156,0.0018241405487060547
4_breastw,OCSVM,4,98.03921568627452,95.34883720930233,95.65217391304348,0.9163249511619797,0.9534883720930233,0.9111111111111111,1.0,0.0027551651000976562,0.001806020736694336
4_breastw,OCSVM,5,98.64978902953587,98.03404917913583,95.65217391304348,0.913841878460532,0.963302752293578,0.9292035398230089,1.0,0.0030579566955566406,0.0019791126251220703
5_campaign,OCSVM,1,68.74568923046607,43.87624894743922,77.95,0.26139359863878064,0.3900414937759336,0.44761904761904764,0.34558823529411764,2.1428120136260986,0.8965089321136475
5_campaign,OCSVM,2,68.60461587024088,45.60389726352081,79.5,0.31141357649348195,0.4257703081232493,0.5100671140939598,0.36538461538461536,2.325618028640747,0.9282059669494629
5_campaign,OCSVM,3,69.33245591963923,46.06886273684398,78.3,0.2870550364163507,0.41032608695652173,0.4886731391585761,0.35362997658079626,2.262042760848999,0.9007391929626465
5_campaign,OCSVM,4,70.51080830420204,48.69516897682837,79.60000000000001,0.3228596911866345,0.43333333333333335,0.5342465753424658,0.3644859813084112,2.3165388107299805,0.9912421703338623
5_campaign,OCSVM,5,69.96230144153411,45.35188358692939,76.55,0.26408526897411316,0.40254777070063696,0.46745562130177515,0.3534675615212528,2.3848073482513428,0.9394607543945312
6_cardio,OCSVM,1,95.3197099538563,78.51298568816702,90.04975124378109,0.7081389436129624,0.7619047619047619,0.6808510638297872,0.8648648648648649,0.04546213150024414,0.017683982849121094
6_cardio,OCSVM,2,95.64534023668641,78.10823081020555,88.80597014925374,0.6702055120391606,0.7169811320754716,0.6,0.890625,0.04669380187988281,0.0180361270904541
6_cardio,OCSVM,3,95.69917997410444,78.09090159022435,88.02992518703242,0.6611847796657165,0.7176470588235294,0.61,0.8714285714285714,0.05098295211791992,0.02065110206604004
6_cardio,OCSVM,4,94.1316199376947,73.94601289080636,86.78304239401497,0.6441012141155154,0.7165775401069518,0.6261682242990654,0.8375,0.05499386787414551,0.018284082412719727
6_cardio,OCSVM,5,95.94306379821957,79.08483238711212,92.01995012468828,0.7319845101186083,0.7746478873239436,0.7051282051282052,0.859375,0.04784393310546875,0.01869797706604004
7_Cardiotocography,OCSVM,1,50.76967592592593,35.23692734626246,36.04651162790697,0.05893716347810729,0.5203488372093024,0.35236220472440943,0.9944444444444445,0.13797998428344727,0.046749114990234375
7_Cardiotocography,OCSVM,2,50.50402084041228,36.863398834927175,37.5968992248062,0.07520237870557019,0.54,0.3698630136986301,1.0,0.10070037841796875,0.046753644943237305
7_Cardiotocography,OCSVM,3,50.29940119760479,35.40856031128405,35.65891472868217,0.04604642301560436,0.5229885057471264,0.3540856031128405,1.0,0.09726119041442871,0.04480290412902832
7_Cardiotocography,OCSVM,4,50.61349693251533,37.109375,37.5968992248062,0.0674781264263633,0.5413105413105413,0.37109375,1.0,0.09424185752868652,0.04579615592956543
7_Cardiotocography,OCSVM,5,50.30769230769231,37.159533073929964,37.2093023255814,0.03378091342790923,0.5410764872521246,0.37087378640776697,1.0,0.09379076957702637,0.04566621780395508
8_celeba,OCSVM,1,72.67837310828031,16.750440915804987,88.3,0.2314908174139403,0.26875,0.19815668202764977,0.4174757281553398,3.3242790699005127,1.219222068786621
8_celeba,OCSVM,2,68.12061323091373,13.790384414657838,87.45,0.14419040195334834,0.17704918032786884,0.12053571428571429,0.3333333333333333,3.206101894378662,1.185925006866455
8_celeba,OCSVM,3,70.27822364901016,20.127558102263595,88.05,0.22014630168720584,0.24605678233438485,0.17105263157894737,0.43820224719101125,3.1703107357025146,1.209261178970337
8_celeba,OCSVM,4,71.4977053816804,12.661112046869688,87.85,0.23338743533859846,0.24299065420560748,0.16049382716049382,0.5,3.199320077896118,1.1862740516662598
8_celeba,OCSVM,5,68.48268735944242,10.35853719982671,87.5,0.14259064295301213,0.17218543046357615,0.11555555555555555,0.33766233766233766,3.7119948863983154,1.4300673007965088
9_census,OCSVM,1,54.55088452027304,13.107864155928445,81.6,-0.002006135942696354,0.09359605911330049,0.12418300653594772,0.07509881422924901,17.291674852371216,5.011475086212158
9_census,OCSVM,2,56.7233886033433,12.533814900046316,80.05,-0.020438352543931136,0.09111617312072894,0.0975609756097561,0.08547008547008547,17.406595945358276,4.6885340213775635
9_census,OCSVM,3,54.65952017725473,12.836242305979798,77.5,-0.05755344980507068,0.07024793388429752,0.07327586206896551,0.06746031746031746,17.80018377304077,5.278531074523926
9_census,OCSVM,4,54.558093834438715,11.773372946456954,81.0,-0.04005431046604024,0.06403940886699508,0.07386363636363637,0.05652173913043478,17.80648112297058,4.8174028396606445
9_census,OCSVM,5,54.751234971486696,12.763155168895763,78.4,-0.05632581259835222,0.06493506493506493,0.07142857142857142,0.05952380952380952,17.679812908172607,5.099065065383911
10_cover,OCSVM,1,50.0,1.95,1.95,0.0,0.038254046101029913,0.0195,1.0,2.749999761581421,0.8026590347290039
10_cover,OCSVM,2,50.0,2.15,2.15,0.0,0.042094958394517865,0.0215,1.0,2.3659589290618896,0.8467099666595459
10_cover,OCSVM,3,50.0,1.4500000000000002,1.4500000000000002,0.0,0.02858551010349926,0.0145,1.0,2.383841037750244,0.9034581184387207
10_cover,OCSVM,4,50.0,2.1,2.1,0.0,0.04113614103819784,0.021,1.0,2.4182589054107666,0.8309509754180908
10_cover,OCSVM,5,50.0,1.7000000000000002,1.7000000000000002,0.0,0.03343166175024582,0.017,1.0,2.4128730297088623,0.8146820068359375
11_donors,OCSVM,1,88.30077408667731,34.90061282434633,83.39999999999999,0.21996954960711007,0.3140495867768595,0.30278884462151395,0.3261802575107296,1.2843449115753174,0.4011201858520508
11_donors,OCSVM,2,88.57408834593637,35.1887790257275,83.7,0.19645093342240497,0.28820960698689957,0.27848101265822783,0.2986425339366516,1.2031359672546387,0.3923988342285156
11_donors,OCSVM,3,86.81622156085797,32.078836719966866,82.5,0.20752612135401566,0.3055555555555556,0.28,0.33624454148471616,1.3140079975128174,0.40384697914123535
11_donors,OCSVM,4,88.95327859260416,35.79894727811889,83.55,0.19940488878883614,0.2924731182795699,0.2918454935622318,0.29310344827586204,1.3157811164855957,0.3979651927947998
11_donors,OCSVM,5,87.5403947770645,30.26453936084181,84.3,0.21583291171808994,0.3022222222222222,0.2764227642276423,0.3333333333333333,1.2297170162200928,0.39936208724975586
12_fault,OCSVM,1,64.36842259549145,67.54756991412007,57.93499043977055,0.24681302497452823,0.40217391304347827,0.7872340425531915,0.27007299270072993,0.034417152404785156,0.020600080490112305
12_fault,OCSVM,2,60.91575091575092,65.8464892873243,56.022944550669216,0.20610980977642226,0.3539325842696629,0.7590361445783133,0.23076923076923078,0.03401494026184082,0.02072000503540039
12_fault,OCSVM,3,56.54411979760755,58.02361040160007,55.25812619502868,0.14096661546907938,0.3352272727272727,0.6555555555555556,0.22519083969465647,0.03376007080078125,0.020781993865966797
12_fault,OCSVM,4,60.156638852291024,62.106180144728576,57.55258126195029,0.19919099361535797,0.4336734693877551,0.6967213114754098,0.3148148148148148,0.03440594673156738,0.02086806297302246
12_fault,OCSVM,5,58.7368730263641,62.103365210417905,56.70498084291188,0.19099919764354292,0.3791208791208791,0.711340206185567,0.25842696629213485,0.037455081939697266,0.025046110153198242
13_fraud,OCSVM,1,96.23493975903614,48.57999121525241,90.0,0.16095437755920536,0.06542056074766354,0.03398058252427184,0.875,2.2647900581359863,0.6050560474395752
13_fraud,OCSVM,2,88.855421686747,33.86483889264291,89.5,0.13182375582855851,0.05405405405405406,0.028037383177570093,0.75,2.2186081409454346,0.5977780818939209
13_fraud,OCSVM,3,99.80646548634506,75.74726860441146,90.8,0.18238871789433372,0.0707070707070707,0.03664921465968586,1.0,2.357686996459961,0.6165947914123535
13_fraud,OCSVM,4,99.47342026078235,26.59722222222222,89.25,0.15563414544583168,0.05286343612334802,0.027149321266968326,1.0,2.1428840160369873,0.6910851001739502
13_fraud,OCSVM,5,99.64947421131698,49.44444444444444,90.4,0.11792147215417512,0.030303030303030304,0.015384615384615385,1.0,2.1848318576812744,0.6049501895904541
14_glass,OCSVM,1,52.0,22.74935400516796,82.22222222222221,0.238455241619133,0.3333333333333333,0.2857142857142857,0.4,0.001683950424194336,0.0005271434783935547
14_glass,OCSVM,2,63.49206349206349,35.55555555555555,93.33333333333333,0.5426095162342934,0.5714285714285714,0.5,0.6666666666666666,0.0012309551239013672,0.00051116943359375
14_glass,OCSVM,3,61.0,34.27963849016481,77.77777777777779,0.043355498476206,0.16666666666666666,0.14285714285714285,0.2,0.0011630058288574219,0.0005130767822265625
15_Hepatitis,OCSVM,1,50.0,26.31578947368421,26.31578947368421,0.0,0.4166666666666667,0.2631578947368421,1.0,0.0005581378936767578,0.0003421306610107422
15_Hepatitis,OCSVM,2,50.0,42.10526315789473,42.10526315789473,0.0,0.5925925925925926,0.42105263157894735,1.0,0.0005679130554199219,0.0003521442413330078
15_Hepatitis,OCSVM,3,50.0,5.263157894736842,5.263157894736842,0.0,0.1,0.05263157894736842,1.0,0.0004911422729492188,0.0003218650817871094
15_Hepatitis,OCSVM,4,50.0,33.33333333333333,33.33333333333333,0.0,0.5,0.3333333333333333,1.0,0.0005140304565429688,0.00039076805114746094
15_Hepatitis,OCSVM,5,50.0,33.33333333333333,33.33333333333333,0.0,0.5,0.3333333333333333,1.0,0.0005669593811035156,0.0003459453582763672
16_http,OCSVM,1,100.0,100.0,90.25,0.2614888048208354,0.14096916299559473,0.07582938388625593,1.0,1.874695062637329,0.5771770477294922
16_http,OCSVM,2,100.0,100.0,90.64999999999999,0.2819939061696759,0.16143497757847533,0.08780487804878048,1.0,1.9388148784637451,0.5783500671386719
16_http,OCSVM,3,99.94967287367892,86.66666666666667,90.4,0.2393470276481988,0.11926605504587157,0.06341463414634146,1.0,1.8250298500061035,0.5103762149810791
16_http,OCSVM,4,99.97348484848484,95.01190476190476,89.60000000000001,0.2801862624438186,0.16129032258064516,0.08771929824561403,1.0,1.6674602031707764,0.4703249931335449
16_http,OCSVM,5,100.0,100.0,89.2,0.22493875239071448,0.10743801652892562,0.056768558951965066,1.0,1.7575409412384033,0.5140810012817383
17_InternetAds,OCSVM,1,70.33908961354682,65.64030677592652,76.44539614561027,0.42634908533780835,0.5634920634920635,0.7029702970297029,0.47019867549668876,1.8086597919464111,0.7392890453338623
17_InternetAds,OCSVM,2,75.8470764617691,72.0557393158273,79.65738758029978,0.49814686485867976,0.6215139442231076,0.7358490566037735,0.5379310344827586,1.798109769821167,0.8066039085388184
17_InternetAds,OCSVM,3,70.13134340785146,67.59070526540478,76.65952890792292,0.43576347199711235,0.5657370517928287,0.7244897959183674,0.46405228758169936,2.0779340267181396,0.7933521270751953
17_InternetAds,OCSVM,4,70.96289079047699,68.97287679591997,77.73019271948608,0.45703175453004985,0.5968992248062015,0.7,0.5202702702702703,1.9490070343017578,0.6913998126983643
17_InternetAds,OCSVM,5,76.45919961278683,71.49867858558238,78.32618025751073,0.47098888937760225,0.6217228464419475,0.6484375,0.5971223021582733,1.9393320083618164,0.7951760292053223
18_Ionosphere,OCSVM,1,81.96649029982363,85.9796396337415,68.75,0.41328024950385145,0.6739130434782609,0.8157894736842105,0.5740740740740741,0.002540111541748047,0.0016529560089111328
18_Ionosphere,OCSVM,2,80.3913043478261,84.76858856284375,71.875,0.47468574604728814,0.6746987951807228,0.8484848484848485,0.56,0.002438068389892578,0.0014889240264892578
18_Ionosphere,OCSVM,3,80.74534161490683,84.610581189317,70.52631578947368,0.44971018875633,0.65,0.8387096774193549,0.5306122448979592,0.0019199848175048828,0.0014100074768066406
